prestador,sede_nombre anterior,sede_nombre actual,email,direccion,telefono,naju_nombre,grse_nombre,Especialidades
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO PORTAL DEL NORTE,Centro Médico Colsubsidio Portal del Norte,diana.sanabria@colsubsidio.com,AK 45 # 176 31 PI 2,7452078 /79-80-84-85,Privada,Consulta Externa,396 -ODONTOPEDIATRÍA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO PORVENIR,Centro Médico Colsubsidio Porvenir,diana.sanabria@colsubsidio.com,Cl 54 F Sur # 93 C 18 LC 251,7434383 Ext 73422/26/28,Privada,Consulta Externa,311 -ENDODONCIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO PORVENIR,Centro Médico Colsubsidio Porvenir,diana.sanabria@colsubsidio.com,Cl 54 F Sur # 93 C 18 LC 251,7434383 Ext 73422/26/28,Privada,Consulta Externa,338 -ORTODONCIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO PORVENIR,Centro Médico Colsubsidio Porvenir,diana.sanabria@colsubsidio.com,Cl 54 F Sur # 93 C 18 LC 251,7434383 Ext 73422/26/28,Privada,Consulta Externa,343 -PERIODONCIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO PORVENIR,Centro Médico Colsubsidio Porvenir,diana.sanabria@colsubsidio.com,Cl 54 F Sur # 93 C 18 LC 251,7434383 Ext 73422/26/28,Privada,Consulta Externa,347 -REHABILITACIÓN ORAL
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO PORVENIR,Centro Médico Colsubsidio Porvenir,diana.sanabria@colsubsidio.com,Cl 54 F Sur # 93 C 18 LC 251,7434383 Ext 73422/26/28,Privada,Consulta Externa,356 -OTRAS CONSULTAS de ESPECIALIDAD - NO ONCOLÓGICO
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO PRIMERO DE MAYO,Centro Médico Colsubsidio Primero de Mayo,diana.sanabria@colsubsidio.com,TV 78 H # 42 C 10 SUR PI 2,3906880-26-27,Privada,Consulta Externa,320 -GINECOBSTETRICIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO PRIMERO DE MAYO,Centro Médico Colsubsidio Primero de Mayo,diana.sanabria@colsubsidio.com,TV 78 H # 42 C 10 SUR PI 2,3906880-26-27,Privada,Consulta Externa,329 -MEDICINA INTERNA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO PRIMERO DE MAYO,Centro Médico Colsubsidio Primero de Mayo,diana.sanabria@colsubsidio.com,TV 78 H # 42 C 10 SUR PI 2,3906880-26-27,Privada,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO RESTREPO,Centro Médico Colsubsidio Restrepo,diana.sanabria@colsubsidio.com,CL 19 SUR # 21-32 PI 3 y 4,2783316,Privada,Consulta Externa,320 -GINECOBSTETRICIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO SUBA,Centro Médico Colsubsidio Suba,diana.sanabria@colsubsidio.com,calle 145 # 92 - 30 LC 2-1,7420393,Privada,Consulta Externa,308 -deRMATOLOGÍA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO SUBA,Centro Médico Colsubsidio Suba,diana.sanabria@colsubsidio.com,calle 145 # 92 - 30 LC 2-1,7420393,Privada,Consulta Externa,311 -ENDODONCIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO SUBA,Centro Médico Colsubsidio Suba,diana.sanabria@colsubsidio.com,calle 145 # 92 - 30 LC 2-1,7420393,Privada,Consulta Externa,320 -GINECOBSTETRICIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO SUBA,Centro Médico Colsubsidio Suba,diana.sanabria@colsubsidio.com,calle 145 # 92 - 30 LC 2-1,7420393,Privada,Consulta Externa,325 -MEDICINA FAMILIAR
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO SUBA,Centro Médico Colsubsidio Suba,diana.sanabria@colsubsidio.com,calle 145 # 92 - 30 LC 2-1,7420393,Privada,Consulta Externa,338 -ORTODONCIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO SUBA,Centro Médico Colsubsidio Suba,diana.sanabria@colsubsidio.com,calle 145 # 92 - 30 LC 2-1,7420393,Privada,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO SUBA,Centro Médico Colsubsidio Suba,diana.sanabria@colsubsidio.com,calle 145 # 92 - 30 LC 2-1,7420393,Privada,Consulta Externa,342 -PEDIATRÍA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO SUBA,Centro Médico Colsubsidio Suba,diana.sanabria@colsubsidio.com,calle 145 # 92 - 30 LC 2-1,7420393,Privada,Consulta Externa,343 -PERIODONCIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO SUBA,Centro Médico Colsubsidio Suba,diana.sanabria@colsubsidio.com,calle 145 # 92 - 30 LC 2-1,7420393,Privada,Consulta Externa,347 -REHABILITACIÓN ORAL
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO SUBA,Centro Médico Colsubsidio Suba,diana.sanabria@colsubsidio.com,calle 145 # 92 - 30 LC 2-1,7420393,Privada,Consulta Externa,396 -ODONTOPEDIATRÍA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO SUBA,Centro Médico Colsubsidio Suba,diana.sanabria@colsubsidio.com,calle 145 # 92 - 30 LC 2-1,7420393,Privada,Consulta Externa,410 -CIRUGÍA ORAL
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO TIERRA GRATA,Centro Médico Colsubsidio Tierra Grata,diana.sanabria@colsubsidio.com,KR 101 # 69 - 67,2298255 al 57,Privada,Consulta Externa,355 -UROLOGÍA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MÉDICO COLSUBSIDIO UNICENTRO DE OCCIDENTE,Centro Médico Colsubsidio Unicentro de OC.Cidente,diana.sanabria@colsubsidio.com,KR 111C # 86 - 05 PI 2 LC 2-05 Centro comercial Unicentro de OC.Cidente,"7431806, 7431803, 7431809,7431811, 7437695",Privada,Consulta Externa,320 -GINECOBSTETRICIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MÉDICO COLSUBSIDIO UNICENTRO DE OCCIDENTE,Centro Médico Colsubsidio Unicentro de OC.Cidente,diana.sanabria@colsubsidio.com,KR 111C # 86 - 05 PI 2 LC 2-05 Centro comercial Unicentro de OC.Cidente,"7431806, 7431803, 7431809,7431811, 7437695",Privada,Consulta Externa,325 -MEDICINA FAMILIAR
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MÉDICO COLSUBSIDIO UNICENTRO DE OCCIDENTE,Centro Médico Colsubsidio Unicentro de OC.Cidente,diana.sanabria@colsubsidio.com,KR 111C # 86 - 05 PI 2 LC 2-05 Centro comercial Unicentro de OC.Cidente,"7431806, 7431803, 7431809,7431811, 7437695",Privada,Consulta Externa,342 -PEDIATRÍA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,301 -ANESTESIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,304 -CIRUGÍA GENERAL
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,311 -ENDODONCIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,316 -GASTROENTEROLOGÍA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,320 -GINECOBSTETRICIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,325 -MEDICINA FAMILIAR
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,329 -MEDICINA INTERNA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,338 -ORTODONCIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,342 -PEDIATRÍA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,343 -PERIODONCIA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,345 -PSIQUIATRÍA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,347 -REHABILITACIÓN ORAL
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,355 -UROLOGÍA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,356 -OTRAS CONSULTAS de ESPECIALIDAD SEMIOLOGIA y Cirugía ORAL - NO ONCOLÓGICO
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,369 -CIRUGÍA PLÁSTICA y ESTÉTICA
Caja Colombiana De Subsidio Familiar Colsubsidio,CENTRO MEDICO COLSUBSIDIO USAQUEN,Centro Médico Colsubsidio Usaquén,diana.sanabria@colsubsidio.com,AK7 # 123 65 PI 3 - 4 - 5,7423938,Privada,Consulta Externa,387 -NEUROCIRUGÍA
CENTRO MEDICO DE ORIENTACION LA GLORIA S.A.S IPS,CENTRO MEDICO DE ORIENTACION LA GLORIA S.A.S IPS,Centro Médico de Orientacion La Gloria SAS IPS,,CALLE 34 # 15 51,,Privada,Consulta Externa,407 -MEDICINA deL TRABAJO y MEDICINA LABORAL
Medplus Medicina Prepagada S.A./Medplus,CENTRO MEDICO EMPRESARIAL MEDPLUS CRI,Centro Médico Empresarial Medplus Cri,HabilitacionCM@medplus.com.co,CL 73 No. 8 - 13 TO B - P1,3136600,Privada,Consulta Externa,343 -PERIODONCIA
CENTRO MEDICO ENDOCENTRO LTDA,CENTRO MEDICO ENDOCENTRO LTDA,Centro Médico Endocentro Ltda,endocentroltda@yahoo.com,TV 60 # 115 58 T B OF 403,3160340,Privada,Consulta Externa,301 -ANESTESIA
CENTRO MEDICO ENDOCENTRO LTDA,CENTRO MEDICO ENDOCENTRO LTDA,Centro Médico Endocentro Ltda,endocentroltda@yahoo.com,TV 60 # 115 58 T B OF 403,3160340,Privada,Consulta Externa,377 -COLOPROCTOLOGÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MEDICO ESPECIALIZADO SANTA BARBARA MEDPLUS CRI,MedPlus Centro Médico Santa Bárbara,HabilitacionCM@medplus.com.co,AV 19 No. 125-30,5234446,Privada,Consulta Externa,311 -ENDODONCIA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MEDICO ESPECIALIZADO SANTA BARBARA MEDPLUS CRI,MedPlus Centro Médico Santa Bárbara,HabilitacionCM@medplus.com.co,AV 19 No. 125-30,5234446,Privada,Consulta Externa,338 -ORTODONCIA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MEDICO ESPECIALIZADO SANTA BARBARA MEDPLUS CRI,MedPlus Centro Médico Santa Bárbara,HabilitacionCM@medplus.com.co,AV 19 No. 125-30,5234446,Privada,Consulta Externa,343 -PERIODONCIA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MEDICO ESPECIALIZADO SANTA BARBARA MEDPLUS CRI,MedPlus Centro Médico Santa Bárbara,HabilitacionCM@medplus.com.co,AV 19 No. 125-30,5234446,Privada,Consulta Externa,347 -REHABILITACIÓN ORAL
Medplus Medicina Prepagada S.A./Medplus,CENTRO MEDICO ESPECIALIZADO SANTA BARBARA MEDPLUS CRI,MedPlus Centro Médico Santa Bárbara,HabilitacionCM@medplus.com.co,AV 19 No. 125-30,5234446,Privada,Consulta Externa,356 -OTRAS CONSULTAS de ESPECIALIDAD - NO ONCOLÓGICO
Medplus Medicina Prepagada S.A./Medplus,CENTRO MEDICO ESPECIALIZADO SANTA BARBARA MEDPLUS CRI,MedPlus Centro Médico Santa Bárbara,HabilitacionCM@medplus.com.co,AV 19 No. 125-30,5234446,Privada,Consulta Externa,396 -ODONTOPEDIATRÍA
Corporación Nuestra Ips,CENTRO MEDICO FAMILIAR CALLE 80,Centro Médico Familiar Calle 80,dcmorales@nuestraIPS.com.co,AV CALLE 80 No.116 B 35,3008961380-3005024559,Privada,Consulta Externa,304 -CIRUGÍA GENERAL
Corporación Nuestra Ips,CENTRO MEDICO FAMILIAR CALLE 80,Centro Médico Familiar Calle 80,dcmorales@nuestraIPS.com.co,AV CALLE 80 No.116 B 35,3008961380-3005024559,Privada,Consulta Externa,311 -ENDODONCIA
Corporación Nuestra Ips,CENTRO MEDICO FAMILIAR CALLE 80,Centro Médico Familiar Calle 80,dcmorales@nuestraIPS.com.co,AV CALLE 80 No.116 B 35,3008961380-3005024559,Privada,Consulta Externa,320 -GINECOBSTETRICIA
Corporación Nuestra Ips,CENTRO MEDICO FAMILIAR CALLE 80,Centro Médico Familiar Calle 80,dcmorales@nuestraIPS.com.co,AV CALLE 80 No.116 B 35,3008961380-3005024559,Privada,Consulta Externa,325 -MEDICINA FAMILIAR
Corporación Nuestra Ips,CENTRO MEDICO FAMILIAR CALLE 80,Centro Médico Familiar Calle 80,dcmorales@nuestraIPS.com.co,AV CALLE 80 No.116 B 35,3008961380-3005024559,Privada,Consulta Externa,329 -MEDICINA INTERNA
Corporación Nuestra Ips,CENTRO MEDICO FAMILIAR CALLE 80,Centro Médico Familiar Calle 80,dcmorales@nuestraIPS.com.co,AV CALLE 80 No.116 B 35,3008961380-3005024559,Privada,Consulta Externa,342 -PEDIATRÍA
Corporación Nuestra Ips,CENTRO MEDICO FAMILIAR LA FLOR DE LOTO SAS,Centro Médico Familiar La Flor de Loto SAS,MAKA138@HOTMAIL.COM,CARRERA 7 NO 54 69 PISO 3,2555293 - 3143061630,Privada,Consulta Externa,398 -MEDICINAS ALTERNATIVAS - HOMEOPATÍA
Corporación Nuestra Ips,CENTRO MEDICO FAMILIAR LA FLOR DE LOTO SAS,Centro Médico Familiar La Flor de Loto SAS,MAKA138@HOTMAIL.COM,CARRERA 7 NO 54 69 PISO 3,2555293 - 3143061630,Privada,Consulta Externa,400 -MEDICINAS ALTERNATIVAS - MEDICINA TRADICIONAL CHINA
Corporación Nuestra Ips,CENTRO MEDICO FAMILIAR LA FLOR DE LOTO SAS,Centro Médico Familiar La Flor de Loto SAS,MAKA138@HOTMAIL.COM,CARRERA 7 NO 54 69 PISO 3,2555293 - 3143061630,Privada,Consulta Externa,405 -MEDICINAS ALTERNATIVAS - NEURALTERAPIA
Corporación Nuestra Ips,CENTRO MÉDICO FAMILIAR PEPE SIERRA,Centro Médico Familiar Pepe Sierra,dcmorales@nuestraIPS.com.co,AC 116 # 20 - 05,3008961384-3005024559,Privada,Consulta Externa,304 -CIRUGÍA GENERAL
Corporación Nuestra Ips,CENTRO MÉDICO FAMILIAR PEPE SIERRA,Centro Médico Familiar Pepe Sierra,dcmorales@nuestraIPS.com.co,AC 116 # 20 - 05,3008961384-3005024559,Privada,Consulta Externa,311 -ENDODONCIA
Corporación Nuestra Ips,CENTRO MÉDICO FAMILIAR PEPE SIERRA,Centro Médico Familiar Pepe Sierra,dcmorales@nuestraIPS.com.co,AC 116 # 20 - 05,3008961384-3005024559,Privada,Consulta Externa,320 -GINECOBSTETRICIA
Corporación Nuestra Ips,CENTRO MÉDICO FAMILIAR PEPE SIERRA,Centro Médico Familiar Pepe Sierra,dcmorales@nuestraIPS.com.co,AC 116 # 20 - 05,3008961384-3005024559,Privada,Consulta Externa,325 -MEDICINA FAMILIAR
Corporación Nuestra Ips,CENTRO MÉDICO FAMILIAR PEPE SIERRA,Centro Médico Familiar Pepe Sierra,dcmorales@nuestraIPS.com.co,AC 116 # 20 - 05,3008961384-3005024559,Privada,Consulta Externa,329 -MEDICINA INTERNA
Corporación Nuestra Ips,CENTRO MÉDICO FAMILIAR PEPE SIERRA,Centro Médico Familiar Pepe Sierra,dcmorales@nuestraIPS.com.co,AC 116 # 20 - 05,3008961384-3005024559,Privada,Consulta Externa,330 -NEFROLOGÍA
Corporación Nuestra Ips,CENTRO MÉDICO FAMILIAR PEPE SIERRA,Centro Médico Familiar Pepe Sierra,dcmorales@nuestraIPS.com.co,AC 116 # 20 - 05,3008961384-3005024559,Privada,Consulta Externa,342 -PEDIATRÍA
Corporación Nuestra Ips,CENTRO MÉDICO FAMILIAR PEPE SIERRA,Centro Médico Familiar Pepe Sierra,dcmorales@nuestraIPS.com.co,AC 116 # 20 - 05,3008961384-3005024559,Privada,Consulta Externa,410 -CIRUGÍA ORAL
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,302 -CARDIOLOGÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,304 -CIRUGÍA GENERAL
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,308 -deRMATOLOGÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,310 -ENDOCRINOLOGÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,311 -ENDODONCIA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,316 -GASTROENTEROLOGÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,320 -GINECOBSTETRICIA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,325 -MEDICINA FAMILIAR
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,326 -MEDICINA FÍSICA y deL dePORTE
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,329 -MEDICINA INTERNA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,331 -NEUMOLOGÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,332 -NEUROLOGÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,335 -OFTALMOLOGÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,338 -ORTODONCIA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,340 -OTORRINOLARINGOLOGÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,342 -PEDIATRÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,343 -PERIODONCIA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,345 -PSIQUIATRÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,348 -REUMATOLOGÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,355 -UROLOGÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,356 -OTRAS CONSULTAS de ESPECIALIDAD - NO ONCOLÓGICO
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,363 -CIRUGÍA de MANO
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,387 -NEUROCIRUGÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MÉDICO INTEGRAL CHICO MEDPLUS CRI,MedPlus Medicina Prepagada Chicó Bogotá,HabilitacionCM@medplus.com.co,CRA 14 NO. 94 - 49,5924501,Privada,Consulta Externa,396 -ODONTOPEDIATRÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MEDICO INTEGRAL PALERMO MEDPLUS CRI,MedPlus Medicina Prepagada Palermo Bogotá,HabilitacionCM@medplus.com.co,CL 45C No. 22-59,3233750 EXT.116,Privada,Consulta Externa,308 -deRMATOLOGÍA
Medplus Medicina Prepagada S.A./Medplus,CENTRO MEDICO INTEGRAL PALERMO MEDPLUS CRI,MedPlus Medicina Prepagada Palermo Bogotá,HabilitacionCM@medplus.com.co,CL 45C No. 22-59,3233750 EXT.116,Privada,Consulta Externa,311 -ENDODONCIA
